0,165,168,165,160,161,164,160,168,158,168,159,169,162,167,157,160,161,162,161,157,173,153,160,172,164,165,166,167,165,166,162,160,173,166,164,162,162,164,166,159,162,159,172,160,165,170,167,167,172,156,167,161,161,163,169,162,161,167,160,155,165,163,169,161,163,165,167,167,154,165,165,161,160,167,162,169,161,155,164,163,167,167,169,168,165,159,164,164,166,165,161,167,160,162,167,162,165,163,167,154,163,168,160,161,155,171,157,158,156,166,165,168,163,166,171,169,162,166,167,162,168,159,165,167,165,170,175,156,161,171,162,160,165,164,164,164,167,164,165,162,165,164,169,153,165,168,166,162,165,166,167,160,173,165,162,167,165,159,154,165,165,163,165,162,166,172,164,159,156,158,168,164,160,158,162,161,165,171,168,160,163,164,162,164,162,164,162,167,158,166,166,165,165,167,173,163,159,160,162,170,162,162,158,162,154,162,160,156,163,158,164,171,162,165,159,154,164,166,164,157,157,163,163,159,170,166,158,157,164,171,162,164,167,164,159,163,160,164,169,160,160,165,157,157,159,164,155,165,168,171,167,159,164,163,169,163,159,156,168,164,165,160,165,162,165,174,170,163,157,166,165,157,166,159,166,156,161,160,163,155,164,166,170,165,154,164,163,164,163,161,161,163,163,163,165,168,164,165,163,168,163,164,161,159,169,157,151,164,157,173,157,162,166,171,171,167,167,169,165,164,172,164,173,156,164,157,160,159,166,156,158,162,162,163,163,171,170,166,165,155,158,161,161,165,166,169,164,162,165,164,160,159,173,164,163,164,164,166,157,166,165,162,168,165,164,168,160,162,164,163,162,164,161,164,159,169,163,170,166,158,167,172,167,154,156,157,165,164,163,157,163,171,162,156,168,161,158,159,166,170,162,163,163,169,163,158,157,156,165,162,163,166,162,166,167,162,164,168,162,171,160,163,161,167,168,164,161,166,158,164,167,166,169,170,166,161,163,162,163,158,167,163,164,166,159,165,163,169,161,158,161,165,168,161,155,163,163,168,161,171,167,161,163,162,161,159,164,167,167,170,165,163,160,160,165,155,164,153,164,159,167,157,161,170,167,166,156,161,163,153,162,160,161,168,171,166,160,167,162
165,0,167,166,156,160,162,160,163,160,163,167,166,164,158,165,152,159,163,162,166,165,160,160,165,164,159,172,159,161,164,161,159,164,162,168,165,161,159,160,166,163,163,166,165,165,159,159,164,156,158,165,161,163,164,165,166,168,158,156,160,168,161,164,166,156,164,157,168,164,167,171,165,168,160,171,163,162,170,165,162,160,160,157,163,162,158,160,166,157,165,163,161,165,161,162,157,154,169,166,165,160,167,153,165,163,161,165,160,163,166,156,160,167,163,159,167,162,158,166,161,168,163,161,169,161,163,165,165,164,161,158,159,165,167,154,162,162,160,163,162,155,160,161,167,163,159,168,160,162,162,153,158,160,164,162,163,158,168,159,162,165,165,157,163,163,163,165,159,163,162,159,163,162,162,164,166,166,163,164,163,155,163,164,162,157,159,166,166,157,160,158,161,168,161,161,162,161,169,166,167,166,167,159,158,163,153,158,166,160,165,163,162,155,166,167,162,163,160,165,163,171,163,164,160,159,167,161,170,157,170,162,162,162,167,157,161,163,162,161,167,164,161,165,165,160,166,160,157,163,168,167,160,156,159,168,157,169,162,163,159,162,169,170,157,158,168,157,166,162,161,163,160,163,164,160,165,158,155,167,162,154,161,158,158,165,163,159,166,150,161,164,167,160,161,160,165,167,166,167,167,159,168,159,163,165,152,165,160,168,166,161,163,164,162,167,161,164,162,165,157,163,166,164,161,166,165,161,164,168,157,161,169,163,165,166,152,157,160,152,166,161,167,159,167,164,162,163,163,164,160,156,165,160,155,163,163,167,159,164,164,163,160,165,171,163,161,163,166,168,161,162,167,162,170,166,168,160,163,169,159,163,158,156,161,164,161,159,164,157,164,170,173,165,166,165,165,166,165,159,160,163,163,163,160,156,169,159,168,165,165,160,166,168,163,164,165,162,160,162,170,164,165,165,163,168,166,160,171,163,166,165,161,155,165,164,170,162,161,157,159,164,166,158,163,159,169,157,162,159,158,161,164,160,167,162,165,162,162,158,168,162,154,164,164,165,161,164,160,164,163,164,158,161,164,164,163,163,154,166,164,165,163,159,162,160,167,161,160,167,160,165,164,158,158,167,161,163,164,160
168,167,0,167,165,159,164,158,159,160,160,153,156,167,159,170,162,170,164,165,158,159,158,167,159,153,166,161,164,156,169,165,160,166,158,160,167,161,164,169,163,169,163,166,153,163,160,163,163,163,161,163,164,160,159,162,159,168,163,162,163,160,159,164,162,163,166,163,158,158,156,162,157,158,169,156,159,162,166,163,169,158,158,161,167,161,163,158,159,164,162,161,159,166,164,158,173,160,156,159,161,170,164,165,164,156,161,158,163,159,163,168,161,163,160,163,163,158,160,160,165,161,162,161,159,159,166,165,164,162,157,161,163,157,164,165,165,165,154,166,165,161,162,160,162,165,155,163,162,163,163,161,161,163,156,165,159,158,165,163,160,166,165,163,162,164,156,162,153,158,157,161,159,153,163,163,162,160,161,157,160,166,168,158,153,160,159,159,159,163,164,161,158,155,159,156,151,164,162,162,160,164,165,157,158,160,159,164,160,165,160,162,157,156,166,161,162,161,159,165,167,162,162,165,160,152,161,158,164,169,160,157,166,160,166,162,159,154,160,163,158,163,161,161,158,162,162,166,164,166,168,159,163,158,165,153,164,167,162,161,164,162,155,154,163,160,164,160,159,167,161,166,165,164,170,160,161,160,157,159,169,165,164,157,156,167,160,155,160,157,158,168,163,165,161,156,158,161,164,165,158,152,157,156,166,163,165,166,156,154,161,160,161,162,156,161,161,169,162,162,160,160,170,166,165,158,160,170,164,162,163,162,156,166,157,162,162,158,165,160,167,160,157,157,159,161,166,165,166,167,166,158,156,162,160,165,155,164,160,153,161,166,162,156,161,156,159,159,159,160,165,152,165,162,164,169,162,169,161,162,164,165,165,166,163,158,157,160,162,158,165,161,161,158,171,166,166,158,153,159,162,169,160,165,156,158,162,162,158,158,162,159,163,161,158,163,164,169,163,162,162,163,164,162,159,160,162,157,162,167,157,166,157,159,155,162,167,161,161,162,163,157,158,167,169,155,163,164,162,164,160,166,164,155,167,162,158,154,164,160,156,162,166,164,157,160,165,167,165,161,159,164,166,161,163,156,153,161,158,161,156,164,161,170,162,160,160,161,163,158,158,163,164,161,168,165,158,162,160,166
165,166,167,0,157,158,165,158,157,156,159,160,164,157,150,162,170,157,157,163,161,162,169,166,172,162,157,166,168,163,166,161,162,159,161,158,164,164,160,165,161,162,168,165,160,157,160,161,160,160,163,165,160,160,168,161,155,164,165,156,154,162,158,158,159,159,164,159,157,158,164,165,162,165,160,159,161,159,169,152,166,156,168,168,160,162,161,160,162,169,162,164,156,163,155,164,169,162,163,160,157,165,160,162,164,160,161,166,161,167,161,156,162,158,161,165,159,160,162,161,168,162,166,163,160,155,160,167,163,164,164,163,162,160,163,164,162,163,157,159,158,158,162,162,165,156,162,166,162,160,164,158,155,159,158,166,159,155,157,160,155,159,150,161,167,159,165,162,163,161,164,160,159,162,158,156,156,161,165,161,163,162,164,165,166,162,153,158,160,158,166,166,161,163,167,164,164,162,160,164,161,159,159,164,157,155,164,163,166,161,161,166,158,169,155,154,153,165,158,165,165,153,164,158,157,167,162,162,156,157,167,159,169,163,165,162,157,157,159,164,156,164,166,155,165,159,163,158,162,166,165,154,164,163,164,165,162,166,159,160,168,158,161,155,159,159,162,164,160,163,161,159,164,164,170,161,165,163,163,157,162,166,152,163,164,160,157,155,167,163,163,164,164,172,163,163,160,163,158,164,170,163,154,161,153,152,155,162,159,163,163,157,160,162,165,159,154,162,161,163,160,169,165,165,162,159,154,157,159,156,160,159,168,155,158,163,160,161,160,163,161,162,164,165,158,153,165,167,150,172,166,157,160,167,164,162,157,159,165,155,167,170,158,162,158,161,159,160,165,162,155,156,157,164,164,163,159,161,162,166,160,153,169,164,164,152,160,160,164,162,160,154,167,156,167,162,161,162,167,162,158,162,161,162,159,161,157,164,164,160,160,166,166,171,164,162,163,165,163,161,165,164,163,153,162,169,162,162,163,160,158,159,170,150,161,160,162,163,153,165,161,163,159,155,154,158,162,161,160,162,161,160,170,163,167,163,171,161,163,153,167,166,158,168,163,155,165,156,164,160,163,165,164,166,162,157,163,167,158,164,164,162,157,163,166,161,158,162,158,154,161,163,151,158,165,160,170,163,162,162
160,156,165,157,0,155,164,155,161,161,157,160,164,161,160,156,159,164,158,162,161,165,164,157,160,169,166,167,163,159,161,165,154,166,157,159,160,160,161,166,158,161,161,164,164,160,159,155,159,165,159,164,162,161,159,165,165,165,164,153,158,164,164,163,162,159,167,164,162,158,165,165,166,162,163,167,167,161,160,165,164,161,165,164,158,159,156,155,159,163,165,159,169,165,154,170,158,164,163,163,160,158,167,161,163,161,165,160,161,160,158,160,157,163,159,164,170,159,157,157,161,151,166,159,162,163,168,164,159,158,165,157,166,161,160,158,164,165,161,166,161,158,162,160,161,165,158,158,157,160,165,151,159,161,155,164,163,160,161,160,163,156,159,162,159,160,152,153,154,159,157,160,158,161,160,171,161,162,165,153,160,156,161,155,161,157,153,165,161,154,159,166,157,163,159,165,161,160,164,163,163,167,166,163,160,158,158,161,158,160,157,164,162,162,164,162,162,162,164,156,164,160,163,162,158,165,165,161,161,157,162,162,155,164,162,159,157,158,157,165,157,161,160,161,156,164,170,155,159,159,166,157,161,162,158,160,168,165,164,161,153,162,163,150,164,160,161,161,162,166,165,157,159,158,166,165,166,161,155,155,164,159,160,156,156,160,163,159,157,157,157,156,157,162,160,161,163,156,164,163,164,163,164,151,156,163,155,163,155,158,167,162,165,162,164,165,158,162,165,164,158,167,164,168,164,160,157,161,160,162,158,154,163,164,152,156,161,158,157,164,165,165,162,163,161,161,155,161,165,160,161,160,164,160,163,162,159,155,165,153,166,165,159,161,162,155,160,157,160,161,157,163,155,161,165,163,158,162,166,165,154,158,158,159,161,161,160,161,162,158,158,164,165,160,160,164,161,159,164,161,155,167,160,162,155,155,162,161,162,164,162,161,159,167,159,160,167,160,157,164,170,160,162,157,166,160,159,164,165,158,160,156,154,157,162,156,161,161,159,162,157,164,163,158,165,166,164,156,160,158,163,159,166,164,160,159,166,158,158,160,168,161,158,165,157,163,164,168,168,159,157,164,161,160,155,159,151,155,162,160,154,158,161,164,161,169,162,159,160,161,160,157,158,155,157,169,166,165,162,161
161,160,159,158,155,0,163,155,162,153,159,157,162,166,156,161,158,156,156,159,158,163,156,164,155,154,159,168,163,160,160,159,155,166,148,160,161,160,164,157,162,156,160,158,154,155,166,167,166,163,158,160,164,162,159,156,162,156,160,155,155,160,164,158,154,159,155,163,159,161,161,161,159,154,160,164,168,154,159,158,161,151,155,153,154,164,149,165,161,157,160,162,158,164,159,158,166,166,158,158,153,164,160,158,158,158,156,155,164,148,166,160,163,158,157,163,166,159,161,153,163,156,156,156,158,157,160,166,157,161,162,152,164,160,153,158,164,164,152,167,164,158,158,153,159,161,161,162,161,162,166,164,163,162,162,168,165,160,159,154,160,157,162,160,155,161,157,153,156,159,156,157,164,159,160,153,159,162,159,160,159,165,162,159,158,161,162,172,163,167,155,156,161,155,155,160,156,158,164,158,165,158,159,159,149,160,165,151,162,158,157,157,164,157,167,165,158,162,158,164,164,159,166,161,164,163,161,157,156,158,161,154,165,159,162,160,160,158,162,164,150,155,158,148,168,159,152,156,160,165,159,156,163,158,163,163,157,160,151,163,157,161,158,156,164,162,169,158,161,160,163,160,160,157,161,165,156,155,150,154,157,155,157,157,159,161,157,162,158,159,165,158,159,156,165,161,159,159,157,163,156,157,160,159,162,165,151,152,160,163,162,159,157,161,159,160,159,162,163,163,159,157,158,167,161,162,163,163,155,170,157,167,159,154,161,160,162,165,160,160,164,154,161,162,163,153,160,162,160,160,155,154,159,164,159,155,162,162,161,154,157,161,157,162,159,162,164,158,163,157,157,160,157,165,167,161,159,159,156,164,154,162,169,158,165,158,160,171,159,156,154,163,164,154,158,165,159,155,158,168,156,163,166,157,157,157,157,155,165,162,155,163,163,160,163,154,167,155,162,163,165,163,159,157,162,155,158,161,168,159,156,163,161,160,159,159,162,163,163,162,161,161,158,161,161,154,160,158,164,159,162,163,162,163,159,157,157,168,163,152,163,160,153,159,161,162,155,158,161,159,158,158,155,161,161,156,154,157,159,163,157,157,156,156,165,157,169,159,159,162,153,158,164,156,155,167,157,163,154,167
164,162,164,165,164,163,0,162,159,156,169,166,161,161,165,165,155,168,166,161,160,159,163,170,158,165,166,165,166,162,161,163,156,167,158,164,150,165,163,163,160,167,160,160,159,169,163,163,165,169,162,160,163,164,169,166,158,170,161,156,165,162,164,160,159,159,167,153,164,170,165,165,163,167,159,165,166,158,169,161,166,164,162,167,158,168,158,160,162,160,157,159,162,164,165,164,167,161,154,170,158,162,167,162,161,154,159,151,164,164,165,163,172,157,170,163,164,159,160,153,166,162,161,161,161,159,159,164,166,164,165,156,169,163,166,161,161,163,165,166,161,165,166,165,165,162,157,165,159,161,161,160,160,161,166,161,163,152,166,166,163,159,168,160,164,155,165,164,160,156,160,160,163,163,167,170,163,160,167,163,165,164,178,161,161,162,162,163,162,163,160,165,164,160,167,152,160,159,168,164,166,162,158,166,162,161,163,172,164,165,161,168,163,162,166,160,164,158,168,157,165,168,162,163,162,158,162,161,163,165,165,164,166,167,161,165,164,161,158,158,162,159,159,163,167,157,161,162,151,168,159,157,167,168,160,161,165,165,162,163,160,170,163,159,157,149,164,159,165,159,165,161,165,162,162,154,168,157,166,151,162,165,158,162,159,166,164,170,161,155,163,159,166,166,163,162,164,157,161,159,162,163,164,165,164,158,162,159,158,158,159,162,161,166,165,162,163,160,162,158,160,168,165,172,167,160,160,164,170,161,158,163,160,165,165,169,155,160,161,166,160,163,167,161,159,159,165,161,159,158,160,165,167,168,159,161,158,160,161,165,165,158,167,165,165,165,156,158,160,165,164,165,162,163,168,165,164,163,169,164,162,167,166,162,164,158,172,160,165,154,157,159,165,161,165,157,169,162,160,157,167,169,164,163,163,159,159,166,161,160,162,155,160,164,159,157,156,163,166,161,169,158,163,166,163,160,163,164,166,165,151,162,164,162,152,161,161,164,159,156,161,166,165,159,159,166,166,161,170,161,158,159,160,159,166,167,164,162,161,161,160,167,160,162,157,165,165,162,164,159,161,163,169,158,166,163,161,166,159,165,161,169,166,162,169,167,161,167,167,159,161,160,161,164,162,163,154,160,158,160
160,160,158,158,155,155,162,0,157,154,163,162,158,160,166,159,159,163,164,163,161,165,155,153,159,160,161,157,162,158,160,160,161,161,161,159,167,163,163,163,163,159,162,156,161,160,161,159,159,158,156,169,162,159,160,161,155,163,159,157,157,161,165,158,158,157,164,158,165,159,158,157,154,155,160,159,159,163,162,149,160,157,156,167,159,162,156,161,158,160,162,156,157,166,159,156,159,155,162,164,159,165,165,159,154,156,163,162,160,157,166,158,161,165,157,163,164,160,164,161,166,159,147,162,155,157,157,164,156,158,164,157,158,162,161,156,158,166,162,161,163,158,165,163,161,163,167,167,155,165,167,158,157,163,158,165,163,164,155,156,162,162,162,158,161,159,157,159,157,158,159,162,163,159,156,162,165,165,163,161,166,159,164,152,154,160,164,161,157,166,159,160,160,155,158,164,154,164,164,158,161,165,162,157,152,163,164,166,158,158,163,158,161,160,163,162,160,164,162,159,165,156,160,158,158,158,160,165,161,162,165,155,165,154,165,161,167,151,162,154,166,166,164,157,161,165,159,157,159,161,165,161,164,158,162,163,161,165,157,158,159,161,159,157,161,160,163,157,154,156,163,162,165,161,164,162,158,160,149,158,160,159,163,162,165,165,160,165,157,151,159,165,163,162,160,161,163,155,162,159,159,161,162,158,160,165,156,160,156,166,161,158,153,160,162,161,159,159,158,162,163,166,166,166,164,164,159,163,160,165,159,158,167,155,158,163,163,160,166,156,162,159,160,159,161,160,152,166,156,164,158,158,158,164,158,160,159,160,154,163,163,157,148,164,163,163,163,160,154,159,150,157,155,158,158,161,158,163,161,163,157,158,161,157,157,157,155,164,156,159,161,157,162,150,162,162,162,161,164,166,165,158,163,149,162,162,160,155,164,157,157,160,160,159,159,163,167,157,156,158,166,158,158,162,156,157,159,159,161,160,167,154,159,162,163,159,163,161,163,164,156,160,157,164,166,158,156,160,162,157,161,167,163,160,164,158,165,163,162,154,161,158,159,164,168,156,158,165,164,161,159,162,161,164,162,160,158,151,154,166,160,162,152,159,159,158,164,149,160,160,160,158,158,156,157,165,164,151,160,164
168,163,159,157,161,162,159,157,0,157,163,161,162,162,157,165,164,160,166,162,155,161,167,165,159,166,166,162,157,160,155,160,165,160,161,159,158,161,163,168,167,158,168,163,161,165,158,163,160,162,162,159,162,165,163,165,162,161,158,159,158,155,158,160,157,160,162,160,152,162,158,160,160,162,161,161,165,161,166,162,161,156,163,169,160,158,158,159,156,158,163,163,160,161,164,162,163,165,163,160,155,154,162,162,160,165,155,160,161,161,166,160,164,162,162,158,170,159,163,162,168,161,164,163,158,158,165,159,160,163,165,159,166,162,153,160,156,162,163,157,165,159,156,163,168,166,163,165,158,163,160,161,165,159,164,169,158,150,165,160,157,160,154,160,165,160,150,160,163,155,158,163,159,165,162,159,162,157,167,166,161,167,160,161,160,159,158,166,162,164,161,169,165,163,159,156,159,162,161,156,160,162,157,159,164,156,165,164,165,158,157,163,155,159,161,162,162,160,158,164,159,161,158,162,159,151,153,158,161,165,164,161,165,153,159,163,158,157,169,167,162,160,161,163,169,165,164,156,165,163,161,162,170,162,166,156,160,161,156,165,160,162,160,163,152,158,167,157,162,159,166,154,160,161,171,162,161,163,161,166,162,158,161,156,157,156,162,156,156,165,160,157,163,161,155,165,166,163,161,163,165,158,158,159,158,152,158,159,153,162,163,161,161,163,170,161,162,165,153,159,158,166,168,158,165,159,162,162,167,158,162,161,164,160,166,155,160,157,165,167,165,166,159,162,160,160,158,156,159,161,161,157,158,160,162,161,160,160,158,161,167,163,166,162,163,155,165,165,158,164,157,160,164,156,165,164,157,157,162,170,154,161,159,164,165,156,159,164,166,160,156,157,160,167,167,160,155,166,161,159,160,167,157,167,167,160,153,161,164,161,155,159,162,153,160,159,159,162,157,156,163,158,164,162,162,157,161,161,162,163,157,164,158,151,162,158,162,164,164,158,159,167,159,159,162,160,158,160,169,159,156,156,164,157,159,157,161,166,159,153,161,165,159,159,162,161,154,162,163,160,158,165,159,161,164,163,160,158,165,164,168,160,160,173,159,160,160,160,163,152,162,163,163,157,160,160,165,157,164,165
158,160,160,156,161,153,156,154,157,0,165,161,159,164,159,166,162,160,162,161,159,165,159,155,163,164,159,160,165,159,154,157,154,165,163,160,159,159,164,163,164,165,162,161,163,159,161,166,164,167,155,163,162,168,151,163,157,164,160,155,162,166,159,160,155,159,160,155,164,159,159,162,157,160,165,158,161,163,166,159,167,156,158,160,157,159,158,156,157,166,166,169,163,160,152,162,164,167,156,163,146,168,165,163,165,156,161,165,163,158,166,161,159,170,162,161,169,161,162,156,163,168,157,161,157,161,162,166,159,156,160,158,162,165,158,160,159,163,158,163,164,156,157,166,160,159,157,164,159,163,154,161,157,153,159,166,163,160,161,167,166,160,163,157,159,163,161,162,155,161,165,165,160,163,162,159,163,162,163,162,159,161,161,170,157,158,162,168,154,156,161,163,159,155,165,162,157,161,164,155,164,162,161,160,162,155,160,162,161,164,162,163,158,162,155,164,156,167,160,164,161,161,157,157,154,164,160,165,165,155,159,159,161,161,164,162,163,164,162,167,158,163,163,154,161,157,163,158,158,164,166,158,163,155,163,164,158,167,160,162,161,160,154,159,164,163,161,158,161,158,164,158,162,164,160,159,158,165,157,154,161,158,160,163,162,158,163,160,154,162,159,162,162,167,163,159,161,165,160,165,164,160,158,159,162,164,151,157,161,167,162,165,155,161,162,165,161,169,159,167,160,165,154,165,163,157,159,166,159,161,165,156,164,164,161,159,162,160,167,163,160,156,160,153,165,152,161,162,168,159,159,157,158,161,161,158,160,162,163,161,166,160,165,162,161,165,166,156,156,162,159,159,156,154,163,160,164,158,164,162,161,161,164,160,164,163,158,168,157,159,160,158,160,152,164,164,163,163,161,160,159,164,166,161,157,157,156,160,153,157,160,158,160,162,157,155,163,164,158,160,161,155,160,157,163,163,162,159,163,160,156,164,166,152,164,159,161,163,163,162,159,156,156,156,168,155,158,163,165,159,161,166,162,159,163,162,158,158,164,163,162,168,162,158,163,155,152,161,172,163,165,160,159,160,161,154,158,158,160,162,155,168,161,163,162,157,159,161,160,160,159,157,161,164,167,169,164,159,159,156
